final_rank,reduced_formula,superconductor_ranking,best_rbt_score,best_tc_estimate,best_tau_valence,best_kappa_curvature,best_phase_locking,best_prototype,structure_quality,n_elements
372,LiCa2Mg3B,1.4636,0.6075,33.2182,0.2857,0.0000,0.0231,quaternary_heusler,0.5000,4
373,Mg3AlFe2B,1.4636,0.6075,33.2182,0.2857,0.0000,0.0231,quaternary_heusler,0.5000,4
374,LiCa3Mg2B,1.4636,0.6075,33.2155,0.2857,0.0000,0.0230,quaternary_heusler,0.5000,4
375,LiCa3Fe2B,1.4636,0.6075,33.2155,0.2857,0.0000,0.0230,quaternary_heusler,0.5000,4
376,CaMg2FeB2,1.4632,0.6073,33.1921,0.3333,0.0000,0.0689,quaternary_heusler,0.5000,4
377,Ca2MgFeB2,1.4619,0.6064,33.0932,0.3333,0.0000,0.0659,layered_perovskite,0.5000,4
378,LiCa3MgB,1.4594,0.6046,32.9040,0.3333,0.0000,0.0601,layered_perovskite,0.5000,4
379,CaMg(FeB)2,1.4574,0.6033,32.7543,0.3333,0.0000,0.0555,quaternary_heusler,0.5000,4
380,LiCa3Mg2Al,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
381,LiCa2Mg3Al,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
382,LiMg2AlFe3,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
383,LiMg3AlFe2,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
384,Li2CaMgFe3,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
385,Li2Ca2MgFe2,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
386,Li2Ca3MgFe,1.4534,0.6006,32.4639,0.2857,0.0000,0.0000,quaternary_heusler,0.5000,4
